0, 291
1, 218
2, 158
3, 186
4, 180
5, 291
6, 186
7, 31
8, 177
9, 186
10, 36
11, 291
12, 186
13, 155
14, 194
15, 155
16, 155
17, 155
18, 158
19, 136
20, 159
21, 186
22, 107
23, 37
24, 107
25, 27
26, 155
27, 27
28, 84
29, 23
30, 291
31, 166
32, 291
33, 107
34, 32
35, 107
36, 26
37, 155
38, 26
39, 30
40, 86
41, 62
42, 102
43, 62
44, 98
45, 291
46, 17
47, 18
48, 72
49, 30
50, 18
51, 61
52, 27
53, 9
54, 19
55, 291
56, 155
57, 30
58, 72
59, 44
60, 102
61, 102
62, 64
63, 64
64, 64
65, 43
66, 291
67, 155
68, 43
69, 155
70, 64
71, 68
72, 96
73, 155
74, 155
75, 64
76, 154
77, 95
78, 131
79, 131
80, 4
81, 56
82, 10
83, 20
84, 131
85, 62
86, 218
87, 131
88, 7
89, 17
90, 52
91, 131
92, 131
93, 105
94, 17
