0, 8
1, 29
2, 23
3, 45
4, 116
5, 112
6, 79
7, 94
8, 94
9, 94
10, 94
11, 147
12, 110
13, 110
14, 95
15, 95
16, 116
17, 95
18, 90
19, 95
20, 95
21, 95
22, 95
23, 95
24, 187
25, 153
26, 180
27, 163
28, 160
29, 138
30, 103
31, 103
32, 153
33, 164
34, 66
35, 66
36, 66
37, 66
38, 66
39, 66
40, 142
41, 162
42, 159
43, 81
44, 101
45, 145
46, 142
47, 137
48, 137
49, 132
50, 112
51, 132
52, 95
53, 132
54, 133
55, 132
56, 132
57, 57
58, 57
59, 57
60, 57
61, 54
62, 30
63, 54
64, 96
65, 134
66, 52
67, 94
68, 94
69, 70
70, 70
71, 70
72, 34
73, 70
74, 81
75, 70
76, 96
77, 86
78, 73
79, 78
80, 49
81, 81
82, 61
83, 67
84, 67
85, 77
86, 78
87, 88
88, 53
89, 53
90, 53
91, 34
92, 53
93, 67
94, 67
95, 64
96, 91
97, 91
98, 82
99, 82
100, 94
101, 84
102, 84
103, 68
104, 31
105, 36
106, 43
107, 129
108, 127
109, 129
110, 144
111, 155
112, 126
113, 136
114, 136
115, 93
116, 136
117, 132
118, 203
119, 200
120, 165
121, 152
122, 129
123, 114
124, 129
125, 157
126, 123
127, 135
128, 184
129, 129
130, 127
131, 129
132, 129
133, 138
134, 127
135, 135
136, 165
137, 120
138, 105
139, 90
140, 149
141, 172
142, 169
143, 172
144, 142
145, 142
146, 142
147, 142
148, 142
149, 142
150, 132
151, 82
152, 94
153, 80
154, 55
155, 55
156, 61
157, 60
158, 61
159, 61
160, 129
161, 129
162, 133
163, 145
164, 91
165, 145
166, 109
167, 145
168, 80
169, 80
170, 59
171, 64
172, 64
173, 64
174, 76
175, 130
176, 115
177, 115
178, 145
179, 130
180, 118
181, 136
182, 88
183, 80
184, 88
185, 88
186, 88
187, 88
188, 88
189, 55
190, 55
191, 53
192, 55
193, 59
194, 104
195, 104
196, 80
197, 80
198, 170
199, 134
200, 133
201, 133
202, 119
203, 129
204, 129
205, 117
206, 91
207, 116
208, 107
209, 81
210, 88
211, 128
212, 83
213, 131
214, 127
215, 110
216, 127
217, 127
218, 89
219, 63
220, 63
221, 83
222, 57
223, 98
224, 73
225, 56
226, 56
227, 98
228, 73
229, 73
230, 73
231, 70
232, 70
233, 70
234, 46
235, 53
236, 35
237, 160
238, 95
239, 95
240, 95
241, 95
242, 171
243, 102
244, 95
245, 92
246, 87
247, 125
248, 150
249, 159
250, 98
251, 150
252, 182
253, 195
254, 183
255, 176
256, 136
257, 160
258, 160
259, 182
260, 162
261, 98
262, 153
263, 98
264, 88
265, 88
266, 88
267, 67
268, 88
269, 62
270, 92
271, 170
272, 92
273, 78
274, 78
275, 88
276, 92
277, 102
278, 67
279, 92
280, 92
281, 125
282, 78
283, 78
284, 78
285, 78
286, 52
287, 79
288, 78
289, 52
290, 46
291, 42
292, 54
293, 42
294, 96
295, 96
296, 69
297, 95
298, 95
299, 94
300, 84
301, 146
302, 114
303, 126
304, 106
305, 126
306, 86
307, 86
308, 172
309, 108
310, 120
311, 96
312, 96
313, 71
314, 173
315, 96
316, 121
317, 100
318, 96
319, 122
320, 108
321, 108
322, 108
323, 106
324, 59
325, 105
326, 126
327, 106
328, 106
329, 91
330, 126
331, 108
332, 155
333, 155
334, 155
335, 157
336, 162
337, 159
338, 131
339, 131
340, 102
341, 131
342, 47
343, 8
344, 73
345, 73
346, 79
347, 159
348, 156
349, 120
350, 156
351, 101
352, 175
353, 95
354, 103
355, 132
356, 57
357, 81
358, 141
359, 132
360, 141
361, 137
362, 96
363, 81
364, 81
365, 81
366, 81
367, 81
368, 81
369, 69
370, 102
371, 102
372, 175
373, 68
374, 146
375, 114
376, 91
377, 91
378, 91
379, 91
380, 156
381, 106
382, 106
383, 147
384, 127
385, 80
386, 80
387, 84
388, 84
389, 97
390, 41
391, 90
392, 81
393, 103
394, 103
395, 97
396, 97
397, 97
398, 108
399, 103
400, 101
401, 57
402, 34
403, 26
404, 34
405, 42
406, 34
407, 38
408, 18
409, 12
410, 11
411, 99
412, 99
413, 84
414, 139
415, 139
416, 121
417, 121
418, 121
419, 83
420, 23
421, 23
422, 19
423, 6
424, 47
425, 24
426, 82
427, 140
428, 82
429, 76
430, 103
431, 103
432, 93
433, 103
434, 121
435, 103
436, 40
437, 40
438, 40
439, 54
440, 103
441, 100
442, 106
443, 106
444, 106
445, 106
446, 218
447, 222
448, 106
449, 136
450, 92
451, 6
452, 18
453, 18
454, 18
455, 18
456, 92
457, 92
458, 82
459, 117
460, 38
461, 38
462, 38
463, 38
464, 117
465, 115
466, 139
467, 35
468, 41
469, 82
470, 41
471, 79
472, 55
473, 50
474, 0
